Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LFC;Finanças Internacionais;L0626TP01;FCC1;25;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGE;Métodos Quantitativos;M1503TP01;MGEA1;40;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala/anfiteatro aulas;C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
MGE;Métodos Quantitativos;M1503TP01;MGEA1;40;FALSO;FALSO;Ter;14:00:00;15:30:00;29/11/2022;Sala Aulas Mestrado;B2.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGE;Métodos Quantitativos;M1503TP01;MGEA1;40;FALSO;FALSO;Ter;15:30:00;17:00:00;29/11/2022;Sala Aulas Mestrado;B2.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MGE;Métodos Quantitativos;M1503TP01;MGEA1;40;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL07;GiA1;33;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;AA3.25;34;Sala/anfiteatro aulas, Horário sala visível portal público
CT, LCP, LS, LS-PL;Introdução ao Excel;01800PL01;S-PL-A1, CT-ESPP-08, CT-ESPP-PL-01;28;FALSO;FALSO;Sex;18:00:00;21:00:00;02/12/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
CT;Inglês Académico: Intermédio B1+;IAB1+TP01;CI-CT-01;27;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;AA3.40;30;Sala/anfiteatro aulas, Horário sala visível portal público
CT;Inglês Académico: Intermédio B1+;IAB1+TP01;CI-CT-01;27;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;2E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
CIIBS, MED, MEAS;Empresas e Ambiente;02007TP01;CI-IBS-1;35;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520T01;GiA2, GiA1;70;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;Auditório B2.04;192;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LA;Epistemologia e Conhecimento Antropológico;L5074TP01;LAA1;41;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala/anfiteatro aulas;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
LA;Epistemologia e Conhecimento Antropológico;L5074TP01;LAA1;41;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
DPAGE;Pesquisas Exemplares em Políticas de Administração e Gestão Escolar;PEPAGETP01;DPAGEA1;16;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;AA3.40;30;Sala/anfiteatro aulas, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP07;GC5, GC4;51;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP07;GC5, GC4;51;VERDADEIRO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;Auditório C1.03;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP07;GC5, GC4;51;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
CT, LCD, LCD-PL, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Pensamento Crítico;00677TP03;CDA3, CT-CDA3, CI-CT-10;22;FALSO;FALSO;Sex;11:00:00;13:00:00;02/12/2022;Sala/anfiteatro aulas;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
DSS;Construção da Teoria em Serviço Social;01410S01;DSSA1;13;VERDADEIRO;FALSO;Seg;18:00:00;20:00:00;28/11/2022;Sala Aulas Mestrado;AA2.28;30;Sala/anfiteatro aulas, Horário sala visível portal público
EP;Leituras em Economia Política;03639TP01;MEPA1;34;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala Aulas Mestrado;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
EP;Leituras em Economia Política;03639TP01;MEPA1;34;VERDADEIRO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Sala Aulas Mestrado;AA3.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
PMGIDS, MPRI;Psicologia Cultural;03223PL01;MPRI-A1, MGlobalMinds-A1;44;FALSO;FALSO;Seg;15:30:00;17:30:00;28/11/2022;Sala/anfiteatro aulas;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Estatística;L0104TP05;EB2;28;VERDADEIRO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Estatística;L0104TP05;EB2;28;VERDADEIRO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL15;EI-A9, EI-A12, EI-A11, EI-A10;40;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Laboratório de Informática;D1.09;50;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL15;EI-A9, EI-A12, EI-A11, EI-A10;40;FALSO;VERDADEIRO;Ter;16:00:00;17:30:00;29/11/2022;Laboratório de Informática;D1.09;50;Horário sala visível portal público, Laboratório de Informática
MIA;Gestão de Projeto e de Obra;GPOTP02;ARQ-E4, ARQ-E3, ARQ-E2, ARQ-E1;44;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Sala/anfiteatro aulas;2E05;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI;Modulação e Codificação;L0787PL02;ET-C6, ET-C5;30;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LETI;Modulação e Codificação;L0787PL02;ET-C6, ET-C5;30;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Lab ISTA;C6.06;35;Laboratório de Telecomunicações, Horário sala visível portal público, Lab ISTA
LG;Gestão Integrada das Operações;02031TP05;GC2;40;FALSO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Marketing para as Tecnologias;01769T02;IGE-PL-C2, IGE-PL-C1;21;VERDADEIRO;FALSO;Seg;21:00:00;22:30:00;28/11/2022;Sala de Aulas normal;C4.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Macroeconomia;L0236T04;GB3, GB2, GB1;115;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Anfiteatro aulas;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Teoria e História da Arquitetura IV;03831TP02;ARQ-C6, ARQ-C5, ARQ-C4;30;FALSO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Teoria e História da Arquitetura IV;03831TP02;ARQ-C6, ARQ-C5, ARQ-C4;30;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala/anfiteatro aulas;C4.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL;Álgebra Linear;03702TP05;EI-PL-A2, EI-PL-A1;73;VERDADEIRO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL;Álgebra Linear;03702TP05;EI-PL-A2, EI-PL-A1;73;VERDADEIRO;FALSO;Ter;18:00:00;19:30:00;29/11/2022;Sala de Aulas normal;C6.10;80;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CT;Tópicos de Matemática Elementar I;TMEITP01;MP-M23-1;10;FALSO;FALSO;Qua;18:00:00;21:00:00;30/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
